아이디,기관명,상품명,면적,상품위치경도,상품위치위도,상품설명,사용여부,주소,비수기주중단가,비수기주말단가,성수기주중단가,성수기주말단가,지역,홈페이지주소
101,유명산 자연휴양림,[1휴]향나무,23㎡,37.59083333,127.4858333,"◈시설현황◈거실1, 주방1, 화장실1, 싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)9f87ef69-d3c6-4fb6-b0a8-fc32daecfca9◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,44000,76000,76000,76000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[2휴]감투봉,23㎡,37.58903889,127.4846806,"◈시설현황◈거실1, 주방1, 화장실1, 싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)a63ac71d-ea58-49d8-8284-67682e3fb545◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,44000,76000,76000,76000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[2휴]곰지기골,23㎡,37.58893333,127.4850528,"◈시설현황◈거실1, 주방1, 화장실1, 싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)9e789e04-26c5-45eb-b373-cd9a5f524f0b◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,44000,76000,76000,76000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[2휴]마당소,25㎡,37.58895,127.4849306,"★해당 객실은 장애인 우선예약 객실입니다. 매월 4일~8일까지 장애인으로 등록된 회원대상으로 우선예약을 받은 후, 잔여 객실에 한해서 매월 15일 09:00 에 숲나들e 전체 회원에게 예약이 오픈됩니다★◈시설현황◈거실1, 주방1, 화장실1, 식탁1,싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)0ced119e-cdfb-4722-83c3-ef4d07ef18f1◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,44000,76000,76000,76000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[2휴]박쥐소,25㎡,37.58895,127.4849306,"★해당 객실은 장애인 우선예약 객실입니다. 매월 4일~8일까지 장애인으로 등록된 회원대상으로 우선예약을 받은 후, 잔여 객실에 한해서 매월 15일 09:00 에 숲나들e 전체 회원에게 예약이 오픈됩니다★◈시설현황◈거실1, 주방1, 화장실1, 싱크대, 식탁1, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)2196154d-0012-43b9-b5a0-5b562160b531◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,44000,76000,76000,76000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[2휴]배나무골,23㎡,37.58895,127.4849306,"◈시설현황◈거실1, 주방1, 화장실1, 싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)85092135-a9de-44b0-8432-827b11652d93◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,44000,76000,76000,76000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[2휴]벼락바위,23㎡,37.58893333,127.4850528,"◈시설현황◈거실1, 주방1, 화장실1, 싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)ff1dffa6-7a9a-4c3c-b15f-2cc2594b84b9◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,44000,76000,76000,76000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[2휴]붉은봉,23㎡,37.58903889,127.4846806,"◈시설현황◈거실1, 주방1, 화장실1, 싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)bffc7961-30f0-4883-ac6b-d853c726e549◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,44000,76000,76000,76000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[2휴]삼형제바위,23㎡,37.58903889,127.4846806,"7182e8c6-53e7-4945-ba20-fd6ff17b0565◈시설현황◈거실1, 주방1, 화장실1, 싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,44000,76000,76000,76000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[2휴]샛터,25㎡,37.58893333,127.4850528,"★해당 객실은 장애인 우선예약 객실입니다. 매월 4일~8일까지 장애인으로 등록된 회원대상으로 우선예약을 받은 후, 잔여 객실에 한해서 매월 15일 09:00 에 숲나들e 전체 회원에게 예약이 오픈됩니다★◈시설현황◈거실1, 주방1, 화장실1, 싱크대, 식탁1, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)dc8610e7-0b6a-446b-9147-a2338c63775f◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,44000,76000,76000,76000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[2휴]서너치고개,23㎡,37.58903889,127.4846806,"◈시설현황◈거실1, 주방1, 화장실1, 싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)09868575-d7f0-4281-8fae-5fc8aa52e76f◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,44000,76000,76000,76000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[2휴]용소,25㎡,37.58893333,127.4850528,"★해당 객실은 장애인 우선예약 객실입니다. 매월 4일~8일까지 장애인으로 등록된 회원대상으로 우선예약을 받은 후, 잔여 객실에 한해서 매월 15일 09:00 에 숲나들e 전체 회원에게 예약이 오픈됩니다★◈시설현황◈거실1, 주방1, 화장실1, 싱크대, 식탁1, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)6e14754e-6e34-45a1-bb64-59b9ab423467◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,44000,76000,76000,76000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[2휴]피나무골,23㎡,37.58895,127.4849306,"◈시설현황◈거실1, 주방1, 화장실1, 싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)9899e360-a3d8-4170-83f7-8ca8adf32a55◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,44000,76000,76000,76000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[연]계수나무,26㎡,37.59194444,127.4836111,"◈시설현황◈거실1, 주방1, 방1, 화장실1, 싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)9ff4c48f-4393-4c93-b1ac-fdd4d43bf5b4◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,45000,82000,82000,82000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[연]느티나무,26㎡,37.59166667,127.4833333,"◈시설현황◈거실1, 주방1, 방1, 화장실1, 싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)e06dfa03-9d57-490a-b2fd-22429d00da56◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,45000,82000,82000,82000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[연]보라매,29㎡,37.59194444,127.4844444,"◈시설현황◈거실1, 주방1, 방1, 화장실1, 싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)0059f12b-f2f2-4453-8058-e5b7085ff0bb◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.- 야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,58000,106000,106000,106000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[연]부엉이,29㎡,37.59194444,127.4844444,"★해당 객실은 장애인 우선예약 객실입니다. 매월 4일~8일까지 장애인으로 등록된 회원대상으로 우선예약을 받은 후, 잔여 객실에 한해서 매월 15일 09:00 에 숲나들e 전체 회원에게 예약이 오픈됩니다★◈시설현황◈거실1, 주방1, 방1, 화장실1, 싱크대, 식탁1, 선풍기(여름철에만 비치),피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)bd610241-ebd6-47d3-a50d-52c435d0a57a◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.- 야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,58000,106000,106000,106000,인천/경기,http://www.foresttrip.go.kr/0101
101,유명산 자연휴양림,[연]오동나무,26㎡,37.59194444,127.4836111,"◈시설현황◈거실1, 주방1, 방1, 화장실1, 싱크대, 선풍기(여름철에만 비치), 피크닉테이블취사도구 및 객실 비치 물품 글 아래에서 확인 가능※ 에어컨(유료)이 준비되어 있습니다.(1일 기준 2,000원-현장결제/인터넷선결제 모두 가능) ◈준비물◈세면도구,수건,휴지 * 바비큐 이용 시 화로대 및 필요 물품 모두 지참(피크닉 테이블만 제공 됨), 산불조심기간 바비큐 전면금지​※ 입실:오후3시-10시※ 입실시간을 준수하여 주시기 바랍니다.(입실시간 이외에는 입실이 거부될 수 있습니다.)※퇴실:다음날 오전 11시까지(매표소에 방열쇠 반납)02515261-9718-4ed7-938b-ff265a9a0a2d◈주의사항◈- 애완견 동반 입장불가- 기준인원 초과 시 입실불가입니다.-야외 바비큐 전면금지 기간 : 봄, 가을철 산불조심기간 o 봄철산불조심기간 : 2.1 ~ 5.15 o 가을철산불조심기간 : 11.1 ~ 12.15 ※ 기상상황에 따라 연장될 수 있으니 기간 홈페이지에서 확인하시기 바랍니다.- 숯불, 바비큐 시설이 없습니다. 숯 및 화로 모두 지참하시기 바랍니다.- 와이파이 사용 안됩니다.- 객실이 산에 위치하고 있어 벌레가 나올 수 있습니다.",사용가능,(12473) 경기 가평군 설악면 유명산길 79-53 ,45000,82000,82000,82000,인천/경기,http://www.foresttrip.go.kr/0101
